book,chapter,verse,text
"Psalms",126,30,"Psalms chapter 126 verse 30 (KJV visualization text)"
"Psalms",127,1,"Psalms chapter 127 verse 1 (KJV visualization text)"
"Psalms",127,2,"Psalms chapter 127 verse 2 (KJV visualization text)"
"Psalms",127,3,"Psalms chapter 127 verse 3 (KJV visualization text)"
"Psalms",127,4,"Psalms chapter 127 verse 4 (KJV visualization text)"
"Psalms",127,5,"Psalms chapter 127 verse 5 (KJV visualization text)"
"Psalms",127,6,"Psalms chapter 127 verse 6 (KJV visualization text)"
"Psalms",127,7,"Psalms chapter 127 verse 7 (KJV visualization text)"
"Psalms",127,8,"Psalms chapter 127 verse 8 (KJV visualization text)"
"Psalms",127,9,"Psalms chapter 127 verse 9 (KJV visualization text)"
"Psalms",127,10,"Psalms chapter 127 verse 10 (KJV visualization text)"
"Psalms",127,11,"Psalms chapter 127 verse 11 (KJV visualization text)"
"Psalms",127,12,"Psalms chapter 127 verse 12 (KJV visualization text)"
"Psalms",127,13,"Psalms chapter 127 verse 13 (KJV visualization text)"
"Psalms",127,14,"Psalms chapter 127 verse 14 (KJV visualization text)"
"Psalms",127,15,"Psalms chapter 127 verse 15 (KJV visualization text)"
"Psalms",127,16,"Psalms chapter 127 verse 16 (KJV visualization text)"
"Psalms",127,17,"Psalms chapter 127 verse 17 (KJV visualization text)"
"Psalms",127,18,"Psalms chapter 127 verse 18 (KJV visualization text)"
"Psalms",127,19,"Psalms chapter 127 verse 19 (KJV visualization text)"
"Psalms",127,20,"Psalms chapter 127 verse 20 (KJV visualization text)"
"Psalms",127,21,"Psalms chapter 127 verse 21 (KJV visualization text)"
"Psalms",127,22,"Psalms chapter 127 verse 22 (KJV visualization text)"
"Psalms",127,23,"Psalms chapter 127 verse 23 (KJV visualization text)"
"Psalms",127,24,"Psalms chapter 127 verse 24 (KJV visualization text)"
"Psalms",127,25,"Psalms chapter 127 verse 25 (KJV visualization text)"
"Psalms",127,26,"Psalms chapter 127 verse 26 (KJV visualization text)"
"Psalms",127,27,"Psalms chapter 127 verse 27 (KJV visualization text)"
"Psalms",127,28,"Psalms chapter 127 verse 28 (KJV visualization text)"
"Psalms",127,29,"Psalms chapter 127 verse 29 (KJV visualization text)"
"Psalms",127,30,"Psalms chapter 127 verse 30 (KJV visualization text)"
"Psalms",128,1,"Psalms chapter 128 verse 1 (KJV visualization text)"
"Psalms",128,2,"Psalms chapter 128 verse 2 (KJV visualization text)"
"Psalms",128,3,"Psalms chapter 128 verse 3 (KJV visualization text)"
"Psalms",128,4,"Psalms chapter 128 verse 4 (KJV visualization text)"
"Psalms",128,5,"Psalms chapter 128 verse 5 (KJV visualization text)"
"Psalms",128,6,"Psalms chapter 128 verse 6 (KJV visualization text)"
"Psalms",128,7,"Psalms chapter 128 verse 7 (KJV visualization text)"
"Psalms",128,8,"Psalms chapter 128 verse 8 (KJV visualization text)"
"Psalms",128,9,"Psalms chapter 128 verse 9 (KJV visualization text)"
"Psalms",128,10,"Psalms chapter 128 verse 10 (KJV visualization text)"
"Psalms",128,11,"Psalms chapter 128 verse 11 (KJV visualization text)"
"Psalms",128,12,"Psalms chapter 128 verse 12 (KJV visualization text)"
"Psalms",128,13,"Psalms chapter 128 verse 13 (KJV visualization text)"
"Psalms",128,14,"Psalms chapter 128 verse 14 (KJV visualization text)"
"Psalms",128,15,"Psalms chapter 128 verse 15 (KJV visualization text)"
"Psalms",128,16,"Psalms chapter 128 verse 16 (KJV visualization text)"
"Psalms",128,17,"Psalms chapter 128 verse 17 (KJV visualization text)"
"Psalms",128,18,"Psalms chapter 128 verse 18 (KJV visualization text)"
"Psalms",128,19,"Psalms chapter 128 verse 19 (KJV visualization text)"
"Psalms",128,20,"Psalms chapter 128 verse 20 (KJV visualization text)"
"Psalms",128,21,"Psalms chapter 128 verse 21 (KJV visualization text)"
"Psalms",128,22,"Psalms chapter 128 verse 22 (KJV visualization text)"
"Psalms",128,23,"Psalms chapter 128 verse 23 (KJV visualization text)"
"Psalms",128,24,"Psalms chapter 128 verse 24 (KJV visualization text)"
"Psalms",128,25,"Psalms chapter 128 verse 25 (KJV visualization text)"
"Psalms",128,26,"Psalms chapter 128 verse 26 (KJV visualization text)"
"Psalms",128,27,"Psalms chapter 128 verse 27 (KJV visualization text)"
"Psalms",128,28,"Psalms chapter 128 verse 28 (KJV visualization text)"
"Psalms",128,29,"Psalms chapter 128 verse 29 (KJV visualization text)"
"Psalms",128,30,"Psalms chapter 128 verse 30 (KJV visualization text)"
"Psalms",129,1,"Psalms chapter 129 verse 1 (KJV visualization text)"
"Psalms",129,2,"Psalms chapter 129 verse 2 (KJV visualization text)"
"Psalms",129,3,"Psalms chapter 129 verse 3 (KJV visualization text)"
"Psalms",129,4,"Psalms chapter 129 verse 4 (KJV visualization text)"
"Psalms",129,5,"Psalms chapter 129 verse 5 (KJV visualization text)"
"Psalms",129,6,"Psalms chapter 129 verse 6 (KJV visualization text)"
"Psalms",129,7,"Psalms chapter 129 verse 7 (KJV visualization text)"
"Psalms",129,8,"Psalms chapter 129 verse 8 (KJV visualization text)"
"Psalms",129,9,"Psalms chapter 129 verse 9 (KJV visualization text)"
"Psalms",129,10,"Psalms chapter 129 verse 10 (KJV visualization text)"
"Psalms",129,11,"Psalms chapter 129 verse 11 (KJV visualization text)"
"Psalms",129,12,"Psalms chapter 129 verse 12 (KJV visualization text)"
"Psalms",129,13,"Psalms chapter 129 verse 13 (KJV visualization text)"
"Psalms",129,14,"Psalms chapter 129 verse 14 (KJV visualization text)"
"Psalms",129,15,"Psalms chapter 129 verse 15 (KJV visualization text)"
"Psalms",129,16,"Psalms chapter 129 verse 16 (KJV visualization text)"
"Psalms",129,17,"Psalms chapter 129 verse 17 (KJV visualization text)"
"Psalms",129,18,"Psalms chapter 129 verse 18 (KJV visualization text)"
"Psalms",129,19,"Psalms chapter 129 verse 19 (KJV visualization text)"
"Psalms",129,20,"Psalms chapter 129 verse 20 (KJV visualization text)"
"Psalms",129,21,"Psalms chapter 129 verse 21 (KJV visualization text)"
"Psalms",129,22,"Psalms chapter 129 verse 22 (KJV visualization text)"
"Psalms",129,23,"Psalms chapter 129 verse 23 (KJV visualization text)"
"Psalms",129,24,"Psalms chapter 129 verse 24 (KJV visualization text)"
"Psalms",129,25,"Psalms chapter 129 verse 25 (KJV visualization text)"
"Psalms",129,26,"Psalms chapter 129 verse 26 (KJV visualization text)"
"Psalms",129,27,"Psalms chapter 129 verse 27 (KJV visualization text)"
"Psalms",129,28,"Psalms chapter 129 verse 28 (KJV visualization text)"
"Psalms",129,29,"Psalms chapter 129 verse 29 (KJV visualization text)"
"Psalms",129,30,"Psalms chapter 129 verse 30 (KJV visualization text)"
"Psalms",130,1,"Psalms chapter 130 verse 1 (KJV visualization text)"
"Psalms",130,2,"Psalms chapter 130 verse 2 (KJV visualization text)"
"Psalms",130,3,"Psalms chapter 130 verse 3 (KJV visualization text)"
"Psalms",130,4,"Psalms chapter 130 verse 4 (KJV visualization text)"
"Psalms",130,5,"Psalms chapter 130 verse 5 (KJV visualization text)"
"Psalms",130,6,"Psalms chapter 130 verse 6 (KJV visualization text)"
"Psalms",130,7,"Psalms chapter 130 verse 7 (KJV visualization text)"
"Psalms",130,8,"Psalms chapter 130 verse 8 (KJV visualization text)"
"Psalms",130,9,"Psalms chapter 130 verse 9 (KJV visualization text)"
"Psalms",130,10,"Psalms chapter 130 verse 10 (KJV visualization text)"
"Psalms",130,11,"Psalms chapter 130 verse 11 (KJV visualization text)"
"Psalms",130,12,"Psalms chapter 130 verse 12 (KJV visualization text)"
"Psalms",130,13,"Psalms chapter 130 verse 13 (KJV visualization text)"
"Psalms",130,14,"Psalms chapter 130 verse 14 (KJV visualization text)"
"Psalms",130,15,"Psalms chapter 130 verse 15 (KJV visualization text)"
"Psalms",130,16,"Psalms chapter 130 verse 16 (KJV visualization text)"
"Psalms",130,17,"Psalms chapter 130 verse 17 (KJV visualization text)"
"Psalms",130,18,"Psalms chapter 130 verse 18 (KJV visualization text)"
"Psalms",130,19,"Psalms chapter 130 verse 19 (KJV visualization text)"
"Psalms",130,20,"Psalms chapter 130 verse 20 (KJV visualization text)"
"Psalms",130,21,"Psalms chapter 130 verse 21 (KJV visualization text)"
"Psalms",130,22,"Psalms chapter 130 verse 22 (KJV visualization text)"
"Psalms",130,23,"Psalms chapter 130 verse 23 (KJV visualization text)"
"Psalms",130,24,"Psalms chapter 130 verse 24 (KJV visualization text)"
"Psalms",130,25,"Psalms chapter 130 verse 25 (KJV visualization text)"
"Psalms",130,26,"Psalms chapter 130 verse 26 (KJV visualization text)"
"Psalms",130,27,"Psalms chapter 130 verse 27 (KJV visualization text)"
"Psalms",130,28,"Psalms chapter 130 verse 28 (KJV visualization text)"
"Psalms",130,29,"Psalms chapter 130 verse 29 (KJV visualization text)"
"Psalms",130,30,"Psalms chapter 130 verse 30 (KJV visualization text)"
"Psalms",131,1,"Psalms chapter 131 verse 1 (KJV visualization text)"
"Psalms",131,2,"Psalms chapter 131 verse 2 (KJV visualization text)"
"Psalms",131,3,"Psalms chapter 131 verse 3 (KJV visualization text)"
"Psalms",131,4,"Psalms chapter 131 verse 4 (KJV visualization text)"
"Psalms",131,5,"Psalms chapter 131 verse 5 (KJV visualization text)"
"Psalms",131,6,"Psalms chapter 131 verse 6 (KJV visualization text)"
"Psalms",131,7,"Psalms chapter 131 verse 7 (KJV visualization text)"
"Psalms",131,8,"Psalms chapter 131 verse 8 (KJV visualization text)"
"Psalms",131,9,"Psalms chapter 131 verse 9 (KJV visualization text)"
"Psalms",131,10,"Psalms chapter 131 verse 10 (KJV visualization text)"
"Psalms",131,11,"Psalms chapter 131 verse 11 (KJV visualization text)"
"Psalms",131,12,"Psalms chapter 131 verse 12 (KJV visualization text)"
"Psalms",131,13,"Psalms chapter 131 verse 13 (KJV visualization text)"
"Psalms",131,14,"Psalms chapter 131 verse 14 (KJV visualization text)"
"Psalms",131,15,"Psalms chapter 131 verse 15 (KJV visualization text)"
"Psalms",131,16,"Psalms chapter 131 verse 16 (KJV visualization text)"
"Psalms",131,17,"Psalms chapter 131 verse 17 (KJV visualization text)"
"Psalms",131,18,"Psalms chapter 131 verse 18 (KJV visualization text)"
"Psalms",131,19,"Psalms chapter 131 verse 19 (KJV visualization text)"
"Psalms",131,20,"Psalms chapter 131 verse 20 (KJV visualization text)"
"Psalms",131,21,"Psalms chapter 131 verse 21 (KJV visualization text)"
"Psalms",131,22,"Psalms chapter 131 verse 22 (KJV visualization text)"
"Psalms",131,23,"Psalms chapter 131 verse 23 (KJV visualization text)"
"Psalms",131,24,"Psalms chapter 131 verse 24 (KJV visualization text)"
"Psalms",131,25,"Psalms chapter 131 verse 25 (KJV visualization text)"
"Psalms",131,26,"Psalms chapter 131 verse 26 (KJV visualization text)"
"Psalms",131,27,"Psalms chapter 131 verse 27 (KJV visualization text)"
"Psalms",131,28,"Psalms chapter 131 verse 28 (KJV visualization text)"
"Psalms",131,29,"Psalms chapter 131 verse 29 (KJV visualization text)"
"Psalms",131,30,"Psalms chapter 131 verse 30 (KJV visualization text)"
"Psalms",132,1,"Psalms chapter 132 verse 1 (KJV visualization text)"
"Psalms",132,2,"Psalms chapter 132 verse 2 (KJV visualization text)"
"Psalms",132,3,"Psalms chapter 132 verse 3 (KJV visualization text)"
"Psalms",132,4,"Psalms chapter 132 verse 4 (KJV visualization text)"
"Psalms",132,5,"Psalms chapter 132 verse 5 (KJV visualization text)"
"Psalms",132,6,"Psalms chapter 132 verse 6 (KJV visualization text)"
"Psalms",132,7,"Psalms chapter 132 verse 7 (KJV visualization text)"
"Psalms",132,8,"Psalms chapter 132 verse 8 (KJV visualization text)"
"Psalms",132,9,"Psalms chapter 132 verse 9 (KJV visualization text)"
"Psalms",132,10,"Psalms chapter 132 verse 10 (KJV visualization text)"
"Psalms",132,11,"Psalms chapter 132 verse 11 (KJV visualization text)"
"Psalms",132,12,"Psalms chapter 132 verse 12 (KJV visualization text)"
"Psalms",132,13,"Psalms chapter 132 verse 13 (KJV visualization text)"
"Psalms",132,14,"Psalms chapter 132 verse 14 (KJV visualization text)"
"Psalms",132,15,"Psalms chapter 132 verse 15 (KJV visualization text)"
"Psalms",132,16,"Psalms chapter 132 verse 16 (KJV visualization text)"
"Psalms",132,17,"Psalms chapter 132 verse 17 (KJV visualization text)"
"Psalms",132,18,"Psalms chapter 132 verse 18 (KJV visualization text)"
"Psalms",132,19,"Psalms chapter 132 verse 19 (KJV visualization text)"
"Psalms",132,20,"Psalms chapter 132 verse 20 (KJV visualization text)"
"Psalms",132,21,"Psalms chapter 132 verse 21 (KJV visualization text)"
"Psalms",132,22,"Psalms chapter 132 verse 22 (KJV visualization text)"
"Psalms",132,23,"Psalms chapter 132 verse 23 (KJV visualization text)"
"Psalms",132,24,"Psalms chapter 132 verse 24 (KJV visualization text)"
"Psalms",132,25,"Psalms chapter 132 verse 25 (KJV visualization text)"
"Psalms",132,26,"Psalms chapter 132 verse 26 (KJV visualization text)"
"Psalms",132,27,"Psalms chapter 132 verse 27 (KJV visualization text)"
"Psalms",132,28,"Psalms chapter 132 verse 28 (KJV visualization text)"
"Psalms",132,29,"Psalms chapter 132 verse 29 (KJV visualization text)"
"Psalms",132,30,"Psalms chapter 132 verse 30 (KJV visualization text)"
"Psalms",133,1,"Psalms chapter 133 verse 1 (KJV visualization text)"
"Psalms",133,2,"Psalms chapter 133 verse 2 (KJV visualization text)"
"Psalms",133,3,"Psalms chapter 133 verse 3 (KJV visualization text)"
"Psalms",133,4,"Psalms chapter 133 verse 4 (KJV visualization text)"
"Psalms",133,5,"Psalms chapter 133 verse 5 (KJV visualization text)"
"Psalms",133,6,"Psalms chapter 133 verse 6 (KJV visualization text)"
"Psalms",133,7,"Psalms chapter 133 verse 7 (KJV visualization text)"
"Psalms",133,8,"Psalms chapter 133 verse 8 (KJV visualization text)"
"Psalms",133,9,"Psalms chapter 133 verse 9 (KJV visualization text)"
"Psalms",133,10,"Psalms chapter 133 verse 10 (KJV visualization text)"
"Psalms",133,11,"Psalms chapter 133 verse 11 (KJV visualization text)"
"Psalms",133,12,"Psalms chapter 133 verse 12 (KJV visualization text)"
"Psalms",133,13,"Psalms chapter 133 verse 13 (KJV visualization text)"
"Psalms",133,14,"Psalms chapter 133 verse 14 (KJV visualization text)"
"Psalms",133,15,"Psalms chapter 133 verse 15 (KJV visualization text)"
"Psalms",133,16,"Psalms chapter 133 verse 16 (KJV visualization text)"
"Psalms",133,17,"Psalms chapter 133 verse 17 (KJV visualization text)"
"Psalms",133,18,"Psalms chapter 133 verse 18 (KJV visualization text)"
"Psalms",133,19,"Psalms chapter 133 verse 19 (KJV visualization text)"
"Psalms",133,20,"Psalms chapter 133 verse 20 (KJV visualization text)"
"Psalms",133,21,"Psalms chapter 133 verse 21 (KJV visualization text)"
"Psalms",133,22,"Psalms chapter 133 verse 22 (KJV visualization text)"
"Psalms",133,23,"Psalms chapter 133 verse 23 (KJV visualization text)"
"Psalms",133,24,"Psalms chapter 133 verse 24 (KJV visualization text)"
"Psalms",133,25,"Psalms chapter 133 verse 25 (KJV visualization text)"
"Psalms",133,26,"Psalms chapter 133 verse 26 (KJV visualization text)"
"Psalms",133,27,"Psalms chapter 133 verse 27 (KJV visualization text)"
"Psalms",133,28,"Psalms chapter 133 verse 28 (KJV visualization text)"
"Psalms",133,29,"Psalms chapter 133 verse 29 (KJV visualization text)"
"Psalms",133,30,"Psalms chapter 133 verse 30 (KJV visualization text)"
"Psalms",134,1,"Psalms chapter 134 verse 1 (KJV visualization text)"
"Psalms",134,2,"Psalms chapter 134 verse 2 (KJV visualization text)"
"Psalms",134,3,"Psalms chapter 134 verse 3 (KJV visualization text)"
"Psalms",134,4,"Psalms chapter 134 verse 4 (KJV visualization text)"
"Psalms",134,5,"Psalms chapter 134 verse 5 (KJV visualization text)"
"Psalms",134,6,"Psalms chapter 134 verse 6 (KJV visualization text)"
"Psalms",134,7,"Psalms chapter 134 verse 7 (KJV visualization text)"
"Psalms",134,8,"Psalms chapter 134 verse 8 (KJV visualization text)"
"Psalms",134,9,"Psalms chapter 134 verse 9 (KJV visualization text)"
"Psalms",134,10,"Psalms chapter 134 verse 10 (KJV visualization text)"
"Psalms",134,11,"Psalms chapter 134 verse 11 (KJV visualization text)"
"Psalms",134,12,"Psalms chapter 134 verse 12 (KJV visualization text)"
"Psalms",134,13,"Psalms chapter 134 verse 13 (KJV visualization text)"
"Psalms",134,14,"Psalms chapter 134 verse 14 (KJV visualization text)"
"Psalms",134,15,"Psalms chapter 134 verse 15 (KJV visualization text)"
"Psalms",134,16,"Psalms chapter 134 verse 16 (KJV visualization text)"
"Psalms",134,17,"Psalms chapter 134 verse 17 (KJV visualization text)"
"Psalms",134,18,"Psalms chapter 134 verse 18 (KJV visualization text)"
"Psalms",134,19,"Psalms chapter 134 verse 19 (KJV visualization text)"
"Psalms",134,20,"Psalms chapter 134 verse 20 (KJV visualization text)"
"Psalms",134,21,"Psalms chapter 134 verse 21 (KJV visualization text)"
"Psalms",134,22,"Psalms chapter 134 verse 22 (KJV visualization text)"
"Psalms",134,23,"Psalms chapter 134 verse 23 (KJV visualization text)"
"Psalms",134,24,"Psalms chapter 134 verse 24 (KJV visualization text)"
"Psalms",134,25,"Psalms chapter 134 verse 25 (KJV visualization text)"
"Psalms",134,26,"Psalms chapter 134 verse 26 (KJV visualization text)"
"Psalms",134,27,"Psalms chapter 134 verse 27 (KJV visualization text)"
"Psalms",134,28,"Psalms chapter 134 verse 28 (KJV visualization text)"
"Psalms",134,29,"Psalms chapter 134 verse 29 (KJV visualization text)"
"Psalms",134,30,"Psalms chapter 134 verse 30 (KJV visualization text)"
"Psalms",135,1,"Psalms chapter 135 verse 1 (KJV visualization text)"
"Psalms",135,2,"Psalms chapter 135 verse 2 (KJV visualization text)"
"Psalms",135,3,"Psalms chapter 135 verse 3 (KJV visualization text)"
"Psalms",135,4,"Psalms chapter 135 verse 4 (KJV visualization text)"
"Psalms",135,5,"Psalms chapter 135 verse 5 (KJV visualization text)"
"Psalms",135,6,"Psalms chapter 135 verse 6 (KJV visualization text)"
"Psalms",135,7,"Psalms chapter 135 verse 7 (KJV visualization text)"
"Psalms",135,8,"Psalms chapter 135 verse 8 (KJV visualization text)"
"Psalms",135,9,"Psalms chapter 135 verse 9 (KJV visualization text)"
"Psalms",135,10,"Psalms chapter 135 verse 10 (KJV visualization text)"
"Psalms",135,11,"Psalms chapter 135 verse 11 (KJV visualization text)"
"Psalms",135,12,"Psalms chapter 135 verse 12 (KJV visualization text)"
"Psalms",135,13,"Psalms chapter 135 verse 13 (KJV visualization text)"
"Psalms",135,14,"Psalms chapter 135 verse 14 (KJV visualization text)"
"Psalms",135,15,"Psalms chapter 135 verse 15 (KJV visualization text)"
"Psalms",135,16,"Psalms chapter 135 verse 16 (KJV visualization text)"
"Psalms",135,17,"Psalms chapter 135 verse 17 (KJV visualization text)"
"Psalms",135,18,"Psalms chapter 135 verse 18 (KJV visualization text)"
"Psalms",135,19,"Psalms chapter 135 verse 19 (KJV visualization text)"
"Psalms",135,20,"Psalms chapter 135 verse 20 (KJV visualization text)"
"Psalms",135,21,"Psalms chapter 135 verse 21 (KJV visualization text)"
"Psalms",135,22,"Psalms chapter 135 verse 22 (KJV visualization text)"
"Psalms",135,23,"Psalms chapter 135 verse 23 (KJV visualization text)"
"Psalms",135,24,"Psalms chapter 135 verse 24 (KJV visualization text)"
"Psalms",135,25,"Psalms chapter 135 verse 25 (KJV visualization text)"
"Psalms",135,26,"Psalms chapter 135 verse 26 (KJV visualization text)"
"Psalms",135,27,"Psalms chapter 135 verse 27 (KJV visualization text)"
"Psalms",135,28,"Psalms chapter 135 verse 28 (KJV visualization text)"
"Psalms",135,29,"Psalms chapter 135 verse 29 (KJV visualization text)"
"Psalms",135,30,"Psalms chapter 135 verse 30 (KJV visualization text)"
"Psalms",136,1,"Psalms chapter 136 verse 1 (KJV visualization text)"
"Psalms",136,2,"Psalms chapter 136 verse 2 (KJV visualization text)"
"Psalms",136,3,"Psalms chapter 136 verse 3 (KJV visualization text)"
"Psalms",136,4,"Psalms chapter 136 verse 4 (KJV visualization text)"
"Psalms",136,5,"Psalms chapter 136 verse 5 (KJV visualization text)"
"Psalms",136,6,"Psalms chapter 136 verse 6 (KJV visualization text)"
"Psalms",136,7,"Psalms chapter 136 verse 7 (KJV visualization text)"
"Psalms",136,8,"Psalms chapter 136 verse 8 (KJV visualization text)"
"Psalms",136,9,"Psalms chapter 136 verse 9 (KJV visualization text)"
"Psalms",136,10,"Psalms chapter 136 verse 10 (KJV visualization text)"
"Psalms",136,11,"Psalms chapter 136 verse 11 (KJV visualization text)"
"Psalms",136,12,"Psalms chapter 136 verse 12 (KJV visualization text)"
"Psalms",136,13,"Psalms chapter 136 verse 13 (KJV visualization text)"
"Psalms",136,14,"Psalms chapter 136 verse 14 (KJV visualization text)"
"Psalms",136,15,"Psalms chapter 136 verse 15 (KJV visualization text)"
"Psalms",136,16,"Psalms chapter 136 verse 16 (KJV visualization text)"
"Psalms",136,17,"Psalms chapter 136 verse 17 (KJV visualization text)"
"Psalms",136,18,"Psalms chapter 136 verse 18 (KJV visualization text)"
"Psalms",136,19,"Psalms chapter 136 verse 19 (KJV visualization text)"
"Psalms",136,20,"Psalms chapter 136 verse 20 (KJV visualization text)"
"Psalms",136,21,"Psalms chapter 136 verse 21 (KJV visualization text)"
"Psalms",136,22,"Psalms chapter 136 verse 22 (KJV visualization text)"
"Psalms",136,23,"Psalms chapter 136 verse 23 (KJV visualization text)"
"Psalms",136,24,"Psalms chapter 136 verse 24 (KJV visualization text)"
"Psalms",136,25,"Psalms chapter 136 verse 25 (KJV visualization text)"
"Psalms",136,26,"Psalms chapter 136 verse 26 (KJV visualization text)"
"Psalms",136,27,"Psalms chapter 136 verse 27 (KJV visualization text)"
"Psalms",136,28,"Psalms chapter 136 verse 28 (KJV visualization text)"
"Psalms",136,29,"Psalms chapter 136 verse 29 (KJV visualization text)"
"Psalms",136,30,"Psalms chapter 136 verse 30 (KJV visualization text)"
"Psalms",137,1,"Psalms chapter 137 verse 1 (KJV visualization text)"
"Psalms",137,2,"Psalms chapter 137 verse 2 (KJV visualization text)"
"Psalms",137,3,"Psalms chapter 137 verse 3 (KJV visualization text)"
"Psalms",137,4,"Psalms chapter 137 verse 4 (KJV visualization text)"
"Psalms",137,5,"Psalms chapter 137 verse 5 (KJV visualization text)"
"Psalms",137,6,"Psalms chapter 137 verse 6 (KJV visualization text)"
"Psalms",137,7,"Psalms chapter 137 verse 7 (KJV visualization text)"
"Psalms",137,8,"Psalms chapter 137 verse 8 (KJV visualization text)"
"Psalms",137,9,"Psalms chapter 137 verse 9 (KJV visualization text)"
"Psalms",137,10,"Psalms chapter 137 verse 10 (KJV visualization text)"
"Psalms",137,11,"Psalms chapter 137 verse 11 (KJV visualization text)"
"Psalms",137,12,"Psalms chapter 137 verse 12 (KJV visualization text)"
"Psalms",137,13,"Psalms chapter 137 verse 13 (KJV visualization text)"
"Psalms",137,14,"Psalms chapter 137 verse 14 (KJV visualization text)"
"Psalms",137,15,"Psalms chapter 137 verse 15 (KJV visualization text)"
"Psalms",137,16,"Psalms chapter 137 verse 16 (KJV visualization text)"
"Psalms",137,17,"Psalms chapter 137 verse 17 (KJV visualization text)"
"Psalms",137,18,"Psalms chapter 137 verse 18 (KJV visualization text)"
"Psalms",137,19,"Psalms chapter 137 verse 19 (KJV visualization text)"
"Psalms",137,20,"Psalms chapter 137 verse 20 (KJV visualization text)"
"Psalms",137,21,"Psalms chapter 137 verse 21 (KJV visualization text)"
"Psalms",137,22,"Psalms chapter 137 verse 22 (KJV visualization text)"
"Psalms",137,23,"Psalms chapter 137 verse 23 (KJV visualization text)"
"Psalms",137,24,"Psalms chapter 137 verse 24 (KJV visualization text)"
"Psalms",137,25,"Psalms chapter 137 verse 25 (KJV visualization text)"
"Psalms",137,26,"Psalms chapter 137 verse 26 (KJV visualization text)"
"Psalms",137,27,"Psalms chapter 137 verse 27 (KJV visualization text)"
"Psalms",137,28,"Psalms chapter 137 verse 28 (KJV visualization text)"
"Psalms",137,29,"Psalms chapter 137 verse 29 (KJV visualization text)"
"Psalms",137,30,"Psalms chapter 137 verse 30 (KJV visualization text)"
"Psalms",138,1,"Psalms chapter 138 verse 1 (KJV visualization text)"
"Psalms",138,2,"Psalms chapter 138 verse 2 (KJV visualization text)"
"Psalms",138,3,"Psalms chapter 138 verse 3 (KJV visualization text)"
"Psalms",138,4,"Psalms chapter 138 verse 4 (KJV visualization text)"
"Psalms",138,5,"Psalms chapter 138 verse 5 (KJV visualization text)"
"Psalms",138,6,"Psalms chapter 138 verse 6 (KJV visualization text)"
"Psalms",138,7,"Psalms chapter 138 verse 7 (KJV visualization text)"
"Psalms",138,8,"Psalms chapter 138 verse 8 (KJV visualization text)"
"Psalms",138,9,"Psalms chapter 138 verse 9 (KJV visualization text)"
"Psalms",138,10,"Psalms chapter 138 verse 10 (KJV visualization text)"
"Psalms",138,11,"Psalms chapter 138 verse 11 (KJV visualization text)"
"Psalms",138,12,"Psalms chapter 138 verse 12 (KJV visualization text)"
"Psalms",138,13,"Psalms chapter 138 verse 13 (KJV visualization text)"
"Psalms",138,14,"Psalms chapter 138 verse 14 (KJV visualization text)"
"Psalms",138,15,"Psalms chapter 138 verse 15 (KJV visualization text)"
"Psalms",138,16,"Psalms chapter 138 verse 16 (KJV visualization text)"
"Psalms",138,17,"Psalms chapter 138 verse 17 (KJV visualization text)"
"Psalms",138,18,"Psalms chapter 138 verse 18 (KJV visualization text)"
"Psalms",138,19,"Psalms chapter 138 verse 19 (KJV visualization text)"
"Psalms",138,20,"Psalms chapter 138 verse 20 (KJV visualization text)"
"Psalms",138,21,"Psalms chapter 138 verse 21 (KJV visualization text)"
"Psalms",138,22,"Psalms chapter 138 verse 22 (KJV visualization text)"
"Psalms",138,23,"Psalms chapter 138 verse 23 (KJV visualization text)"
"Psalms",138,24,"Psalms chapter 138 verse 24 (KJV visualization text)"
"Psalms",138,25,"Psalms chapter 138 verse 25 (KJV visualization text)"
"Psalms",138,26,"Psalms chapter 138 verse 26 (KJV visualization text)"
"Psalms",138,27,"Psalms chapter 138 verse 27 (KJV visualization text)"
"Psalms",138,28,"Psalms chapter 138 verse 28 (KJV visualization text)"
"Psalms",138,29,"Psalms chapter 138 verse 29 (KJV visualization text)"
"Psalms",138,30,"Psalms chapter 138 verse 30 (KJV visualization text)"
"Psalms",139,1,"Psalms chapter 139 verse 1 (KJV visualization text)"
"Psalms",139,2,"Psalms chapter 139 verse 2 (KJV visualization text)"
"Psalms",139,3,"Psalms chapter 139 verse 3 (KJV visualization text)"
"Psalms",139,4,"Psalms chapter 139 verse 4 (KJV visualization text)"
"Psalms",139,5,"Psalms chapter 139 verse 5 (KJV visualization text)"
"Psalms",139,6,"Psalms chapter 139 verse 6 (KJV visualization text)"
"Psalms",139,7,"Psalms chapter 139 verse 7 (KJV visualization text)"
"Psalms",139,8,"Psalms chapter 139 verse 8 (KJV visualization text)"
"Psalms",139,9,"Psalms chapter 139 verse 9 (KJV visualization text)"
"Psalms",139,10,"Psalms chapter 139 verse 10 (KJV visualization text)"
"Psalms",139,11,"Psalms chapter 139 verse 11 (KJV visualization text)"
"Psalms",139,12,"Psalms chapter 139 verse 12 (KJV visualization text)"
"Psalms",139,13,"Psalms chapter 139 verse 13 (KJV visualization text)"
"Psalms",139,14,"Psalms chapter 139 verse 14 (KJV visualization text)"
"Psalms",139,15,"Psalms chapter 139 verse 15 (KJV visualization text)"
"Psalms",139,16,"Psalms chapter 139 verse 16 (KJV visualization text)"
"Psalms",139,17,"Psalms chapter 139 verse 17 (KJV visualization text)"
